frame,hand,landmark,x,y,z
32,0,0,0.6896793842315674,1.0499659776687622,-1.8327261486206226e-08
32,0,1,0.626085638999939,1.0315150022506714,-0.02881358563899994
32,0,2,0.5713948011398315,0.9576880931854248,-0.046605322510004044
32,0,3,0.5416682958602905,0.8838490843772888,-0.06264879554510117
32,0,4,0.5273016095161438,0.8126052021980286,-0.07664953172206879
32,0,5,0.6254202127456665,0.8435086607933044,-0.024785133078694344
32,0,6,0.6132675409317017,0.7353357672691345,-0.05378083884716034
32,0,7,0.596274197101593,0.6980533599853516,-0.07536749541759491
32,0,8,0.584435760974884,0.7029234766960144,-0.08517269790172577
32,0,9,0.6728589534759521,0.8262174129486084,-0.02539227530360222
32,0,10,0.6657379269599915,0.7152038216590881,-0.04788393899798393
32,0,11,0.6506558656692505,0.6852602362632751,-0.06376704573631287
32,0,12,0.638670027256012,0.698384165763855,-0.07144556194543839
32,0,13,0.7175229787826538,0.8284986615180969,-0.03049410693347454
32,0,14,0.7115983366966248,0.7213762998580933,-0.050376564264297485
32,0,15,0.6969045996665955,0.7003740072250366,-0.05521176755428314
32,0,16,0.6846932768821716,0.7127670049667358,-0.05483363941311836
32,0,17,0.7589870095252991,0.8440895676612854,-0.038160815834999084
32,0,18,0.7523913383483887,0.7577426433563232,-0.05492473393678665
32,0,19,0.7406544089317322,0.7372071743011475,-0.05495084077119827
32,0,20,0.7304931879043579,0.7485238313674927,-0.05082098767161369
33,0,0,0.6978650689125061,1.013996958732605,2.993093914938072e-07
33,0,1,0.6172446608543396,0.9795405864715576,-0.0395575575530529
33,0,2,0.5528978109359741,0.904179036617279,-0.06147467717528343
33,0,3,0.516079843044281,0.8205259442329407,-0.07793372869491577
33,0,4,0.500889778137207,0.7402315735816956,-0.09191331267356873
33,0,5,0.6213931441307068,0.8121136426925659,-0.04033888876438141
33,0,6,0.6045820713043213,0.7014288306236267,-0.06741558760404587
33,0,7,0.5848641395568848,0.6405182480812073,-0.08700834214687347
33,0,8,0.5650402903556824,0.5957834720611572,-0.09899193048477173
33,0,9,0.6737471222877502,0.8008404970169067,-0.03478579223155975
33,0,10,0.6538660526275635,0.6915478706359863,-0.058095142245292664
33,0,11,0.6341456770896912,0.6262465715408325,-0.07464148849248886
33,0,12,0.6153256297111511,0.5755013227462769,-0.08540177345275879
33,0,13,0.7205085754394531,0.8020981550216675,-0.033490460366010666
33,0,14,0.7032827734947205,0.6959181427955627,-0.055563319474458694
33,0,15,0.6845441460609436,0.6322921514511108,-0.064890556037426
33,0,16,0.6667531132698059,0.5785513520240784,-0.06915604323148727
33,0,17,0.7647802233695984,0.8120970726013184,-0.035186536610126495
33,0,18,0.7562335729598999,0.7228965759277344,-0.0553804375231266
33,0,19,0.7451253533363342,0.6667927503585815,-0.0614236481487751
33,0,20,0.7340843081474304,0.61734938621521,-0.06259056180715561
34,0,0,0.6787599325180054,0.9783718585968018,3.1222614893522405e-07
34,0,1,0.6000757217407227,0.9324061870574951,-0.038799088448286057
34,0,2,0.5412629842758179,0.8526167273521423,-0.05669793486595154
34,0,3,0.5060424208641052,0.769908607006073,-0.07039111852645874
34,0,4,0.4874211549758911,0.6897201538085938,-0.08110880106687546
34,0,5,0.606131911277771,0.7258458733558655,-0.011927615851163864
34,0,6,0.5953407287597656,0.6399068832397461,-0.03322305530309677
34,0,7,0.581605076789856,0.5920048952102661,-0.05644533410668373
34,0,8,0.5643962025642395,0.5513598918914795,-0.07416105270385742
34,0,9,0.6555669903755188,0.7189967632293701,-0.008213863708078861
34,0,10,0.6437394618988037,0.6324353218078613,-0.02656681276857853
34,0,11,0.629045844078064,0.5844359397888184,-0.04781471565365791
34,0,12,0.6089829802513123,0.541262686252594,-0.06368617713451385
34,0,13,0.7028915882110596,0.7305194139480591,-0.011038824915885925
34,0,14,0.6934230923652649,0.6420344710350037,-0.03127474710345268
34,0,15,0.680138885974884,0.5944228172302246,-0.04426339641213417
34,0,16,0.6620054244995117,0.5534216165542603,-0.052435219287872314
34,0,17,0.7526516914367676,0.7565537691116333,-0.017638925462961197
34,0,18,0.74769127368927,0.677996814250946,-0.037613388150930405
34,0,19,0.7390207052230835,0.6297043561935425,-0.04624438285827637
34,0,20,0.726758599281311,0.5849071741104126,-0.050525274127721786
35,0,0,0.6705918312072754,0.9183695316314697,3.1180596238300495e-07
35,0,1,0.5791735053062439,0.822700560092926,-0.028408309444785118
35,0,2,0.5202935934066772,0.7304284572601318,-0.03210488706827164
35,0,3,0.49201908707618713,0.633123517036438,-0.03629918769001961
35,0,4,0.48528075218200684,0.5467112064361572,-0.03641795367002487
35,0,5,0.5922321677207947,0.6347841620445251,0.0520545169711113
35,0,6,0.5771391987800598,0.5538729429244995,0.04784001037478447
35,0,7,0.5616909265518188,0.5110634565353394,0.0252536591142416
35,0,8,0.5428285598754883,0.4684421718120575,0.004308131989091635
35,0,9,0.6369964480400085,0.6260539293289185,0.05495837703347206
35,0,10,0.6235772967338562,0.5455852746963501,0.048374976962804794
35,0,11,0.6079589128494263,0.4983054995536804,0.01649036444723606
35,0,12,0.5834475159645081,0.45816925168037415,-0.008863718248903751
35,0,13,0.6810100078582764,0.631044328212738,0.04888653755187988
35,0,14,0.6727672815322876,0.550106406211853,0.035406582057476044
35,0,15,0.6587041020393372,0.5005773305892944,0.00890964176505804
35,0,16,0.6331891417503357,0.4704631268978119,-0.009055773727595806
35,0,17,0.7315875291824341,0.6464646458625793,0.039066314697265625
35,0,18,0.7224271893501282,0.566589891910553,0.023361431434750557
35,0,19,0.7092031240463257,0.5203795433044434,0.007972982712090015
35,0,20,0.6894605159759521,0.4845905601978302,-0.0023328764364123344
36,0,0,0.6707921624183655,0.8766350746154785,1.392761674878784e-07
36,0,1,0.5801134705543518,0.814917802810669,-0.0366983637213707
36,0,2,0.5207886099815369,0.7259847521781921,-0.0451849102973938
36,0,3,0.4887906312942505,0.6262868642807007,-0.0515734888613224
36,0,4,0.480938196182251,0.535683274269104,-0.05424265190958977
36,0,5,0.5762435793876648,0.5964261293411255,0.03473558649420738
36,0,6,0.5608118772506714,0.5176222324371338,0.025186149403452873
36,0,7,0.5487982034683228,0.48110055923461914,-0.0023466201964765787
36,0,8,0.5363082885742188,0.45528215169906616,-0.026885252445936203
36,0,9,0.6268700957298279,0.5867369771003723,0.04046379774808884
36,0,10,0.6127337217330933,0.4955185353755951,0.028119638562202454
36,0,11,0.5998980402946472,0.4608282744884491,-0.012550123035907745
36,0,12,0.5782332420349121,0.44154179096221924,-0.0459115244448185
36,0,13,0.6727128028869629,0.5947525501251221,0.038055919110774994
36,0,14,0.6643068194389343,0.5043736100196838,0.01943621039390564
36,0,15,0.6505066752433777,0.4617464542388916,-0.015787050127983093
36,0,16,0.6302998661994934,0.46212631464004517,-0.04134964942932129
36,0,17,0.729661226272583,0.6148510575294495,0.03199872374534607
36,0,18,0.720021665096283,0.5331445932388306,0.011560807935893536
36,0,19,0.7039400935173035,0.48628947138786316,-0.011466603726148605
36,0,20,0.6818556189537048,0.4661116600036621,-0.02934313379228115
37,0,0,0.6731208562850952,0.8859055042266846,1.686200477024613e-07
37,0,1,0.5790241360664368,0.8103559017181396,-0.03350761905312538
37,0,2,0.5176042914390564,0.7170977592468262,-0.040735822170972824
37,0,3,0.4861036241054535,0.6129736304283142,-0.04787261784076691
37,0,4,0.4798738360404968,0.5176090002059937,-0.051687560975551605
37,0,5,0.5723978281021118,0.5959179401397705,0.05339929088950157
